Files	Views	Series
culture_collection_zips/rcc10719_pfa_polye-tub-nhs_20230905_hs_04.ome.zarr.zip	rcc10719_pfa_polye-tub-nhs_20230905_hs_04	0
culture_collection_zips/rcc5817_pfa_cetn-tub-dna_20240604_cl.ome.zarr.zip	rcc5817_pfa_cetn-tub-dna_20240604_cl_s00,rcc5817_pfa_cetn-tub-dna_20240604_cl_s01,rcc5817_pfa_cetn-tub-dna_20240604_cl_s02	0,1,2
culture_collection_zips/rcc10688_pfa_dna-nhs-tub_20230823_cl.ome.zarr.zip	rcc10688_pfa_dna-nhs-tub_20230823_cl_s00_deconv,rcc10688_pfa_dna-nhs-tub_20230823_cl_s01_deconv,rcc10688_pfa_dna-nhs-tub_20230823_cl_s02_deconv,rcc10688_pfa_dna-nhs-tub_20230823_cl_s03_deconv,rcc10688_pfa_dna-nhs-tub_20230823_cl_s04_deconv	1,3,5,7,9
culture_collection_zips/rccpretk1_pfa_cetn-nhs-dna-tub_20252103_cl_03.ome.zarr.zip	rccpretk1_pfa_cetn-nhs-dna-tub_20252103_cl_03	0
culture_collection_zips/rcc2321_pfa_dna-tub-nhs_20230829_csd_03.ome.zarr.zip	rcc2321_pfa_dna-tub-nhs_20230829_csd_03	0
culture_collection_zips/rcc6675_pl_dna_20250318_hs_10.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_10	0
culture_collection_zips/bmcc1_pfa_cetn-tub-dna_20231208_cl.ome.zarr.zip	bmcc1_pfa_cetn-tub-dna_20231208_cl_s00,bmcc1_pfa_cetn-tub-dna_20231208_cl_s01,bmcc1_pfa_cetn-tub-dna_20231208_cl_s02	0,1,2
culture_collection_zips/bmcc868_pfa_cetn_20240222_hs_03.ome.zarr.zip	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_03	0
culture_collection_zips/rcc6327_pfa_tub_20240829_hs_02.ome.zarr.zip	rcc6327_pfa_glypep1-tub_20240829_hs_02	0
culture_collection_zips/rcc10777_pfa_dna-nhs-tub_20230705_cl_02.ome.zarr.zip	rcc10777_pfa_dna-nhs-tub_20230705_cl_02	0
culture_collection_zips/bmcc348_pfa_dna-cetn-nhs-tub_20240203_od.ome.zarr.zip	bmcc348_pfa_dna-cetn-nhs-tub_20240203_od	0
culture_collection_zips/bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_08.ome.zarr.zip	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_08	0
culture_collection_zips/rcc5277_pfa_dna-tub-nhs_20230531_od.ome.zarr.zip	rcc5277_pfa_dna-tub-nhs_20230531_od_s00,rcc5277_pfa_dna-tub-nhs_20230531_od_s01,rcc5277_pfa_dna-tub-nhs_20230531_od_s03	0,1,3
culture_collection_zips/bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl.ome.zarr.zip	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s00,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s00_deconv,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s01,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s01_deconv,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s02,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s02_deconv,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s03,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s04,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s04_deconv,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s05,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s06,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s06_deconv,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s07,bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s07_deconv	0,1,2,3,4,5,6,7,8,9,10,11,12,13
culture_collection_zips/bmcc178_pfa_nhs-cetn-tub-dna_20240205_fm_02.ome.zarr.zip	bmcc178_pfa_nhs-cetn-tub-dna_20240205_fm_02	0
culture_collection_zips/erariseta_pfa_nhs-tub-cetn-dna_20230905_fm_02.ome.zarr.zip	erariseta_pfa_nhs-tub-cetn-dna_20230905_fm_02	0
culture_collection_zips/tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_06.ome.zarr.zip	tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_06	0
culture_collection_zips/rcc6327_pfa_tub_20240829_hs_03.ome.zarr.zip	rcc6327_pfa_azo49-tub_20240829_hs_03	0
culture_collection_zips/tokyo_pfa_nhs-tub-npc-dna_20230913_fm_15.ome.zarr.zip	tokyo_pfa_nhs-tub-npc-dna_20230913_fm_15	0
culture_collection_zips/vf21108_pfa_tub-cetn_20251803_cl_03.ome.zarr.zip	vf21108_pfa_tub-cetn_20251803_cl_03	0
culture_collection_zips/rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_05.ome.zarr.zip	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_05_s00,rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_05_s00_deconv	0,1
culture_collection_zips/rcc1805_pfa_nhs-tub-dna_20230423_od.ome.zarr.zip	rcc1805_pfa_nhs-tub-dna_20230423_od_s00,rcc1805_pfa_nhs-tub-dna_20230423_od_s01,rcc1805_pfa_nhs-tub-dna_20230423_od_s02	0,1,2
culture_collection_zips/tokyo_pfa_cetn_20230824_fm_06.ome.zarr.zip	tokyo_pfa_cetn_20230824_fm_06	0
culture_collection_zips/tokyo_pfa_bod-tub-dna_20230704_fm_03.ome.zarr.zip	tokyo_pfa_bod-tub-dna_20230704_fm_03	0
culture_collection_zips/bmcc868_pfa_cetn_20240222_hs_05.ome.zarr.zip	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_05	0
culture_collection_zips/tokyo_pfa_bod-tub-dna_20230705_fm_04.ome.zarr.zip	tokyo_pfa_bod-tub-dna_20230705_fm_04	0
culture_collection_zips/rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_15.ome.zarr.zip	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_15	0
culture_collection_zips/bmcc8_pfa_nhs_20240214_hs_09.ome.zarr.zip	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_09	0
culture_collection_zips/erariseta_pfa_cj44-tub-cetn-dna_20230912_fm_04.ome.zarr.zip	erariseta_pfa_cj44-tub-cetn-dna_20230912_fm_04	0
culture_collection_zips/rccif-kge-ic_pfa_nhs-tub-dna_20230712_fm_02.ome.zarr.zip	rccif-kge-ic_pfa_nhs-tub-dna_20230712_fm_02	0
culture_collection_zips/rcc6675_pl_nhs_20250318_hs_06.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_06	0
culture_collection_zips/rcc1805_pfa_dna-cetn-nhs-tub_20240209_od.ome.zarr.zip	rcc1805_pfa_dna-cetn-nhs-tub_20240209_od_s00,rcc1805_pfa_dna-cetn-nhs-tub_20240209_od_s01,rcc1805_pfa_dna-cetn-nhs-tub_20240209_od_s02	0,1,2
culture_collection_zips/rcc6675_pl_cetn_20250318_hs_11.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_11	0
culture_collection_zips/rcc10642_pfa_tub_20240912_hs_04.ome.zarr.zip	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_04	0
culture_collection_zips/erariseta_pfa_nhs-dna_20230831_fm_04.ome.zarr.zip	erariseta_pfa_nhs-dna_20230831_fm_04	0
culture_collection_zips/rcc6327_pfa_tub_20240829_hs_04.ome.zarr.zip	rcc6327_pfa_azo49-tub_20240829_hs_04	0
culture_collection_zips/bmcc10_pfa_dna-act-nhs-tub_20240203_od.ome.zarr.zip	bmcc10_pfa_dna-act-nhs-tub_20240203_od_s00,bmcc10_pfa_dna-act-nhs-tub_20240203_od_s01,bmcc10_pfa_dna-act-nhs-tub_20240203_od_s02,bmcc10_pfa_dna-act-nhs-tub_20240203_od_s03	0,1,2,3
culture_collection_zips/bmcc636_pfa_cetn-tub-dna_20240318_cl.ome.zarr.zip	bmcc636_pfa_cetn-tub-dna_20240318_cl_s00,bmcc636_pfa_cetn-tub-dna_20240318_cl_s01	0,1
culture_collection_zips/rcc10705_pfa_dna-nhs-tub_20240522_cl.ome.zarr.zip	rcc10705_pfa_dna-nhs-tub_20240522_cl_s00,rcc10705_pfa_dna-nhs-tub_20240522_cl_s01,rcc10705_pfa_dna-nhs-tub_20240522_cl_s02	0,1,2
culture_collection_zips/bmcc8_pfa_nhs_20240214_hs_01.ome.zarr.zip	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_01	0
culture_collection_zips/bmcc868_pfa_dna_20240213_hs_03.ome.zarr.zip	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_03	0
culture_collection_zips/bmcc868_pfa_dna_20240213_hs_01.ome.zarr.zip	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_01	0
culture_collection_zips/bmcc124_pfa_dna-tub-cetn_20231201_cl.ome.zarr.zip	bmcc124_pfa_dna-tub-cetn_20231201_cl_s02_deconv,bmcc124_pfa_dna-tub-cetn_20231201_cl_s06,bmcc124_pfa_dna-tub-cetn_20231201_cl_s06_deconv,bmcc124_pfa_dna-tub-cetn_20231201_cl_s07,bmcc124_pfa_dna-tub-cetn_20231201_cl_s07_deconv,bmcc124_pfa_dna-tub-cetn_20231201_cl_s08,bmcc124_pfa_dna-tub-cetn_20231201_cl_s08_deconv	5,12,13,14,15,16,17
culture_collection_zips/rcc6343_pfa_tub_20240829_hs_08.ome.zarr.zip	rcc6343_pfa_azo49-tub_20240829_hs_08	0
culture_collection_zips/rcc10431_pfa_dna-cetn-tub-nhs_20240401_fm_26.ome.zarr.zip	rcc10431_pfa_dna-cetn-tub-nhs_20240401_fm_26	0
culture_collection_zips/rcc10642_pfa_dna_20240912_hs_01.ome.zarr.zip	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_01	0
culture_collection_zips/bmcc16_pfa_tub_20240213_hs_07.ome.zarr.zip	bmcc16_pfa_cetn-nhs-tub_20240213_hs_07	0
culture_collection_zips/erariseta_pfa_nhs-dna_20230831_fm_03.ome.zarr.zip	erariseta_pfa_nhs-dna_20230831_fm_03	0
culture_collection_zips/rcc6675_pl_dna_20250318_hs_14.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_14	0
culture_collection_zips/tokyo_pfa_npc-bod-tub-dna_20230629_fm_00.ome.zarr.zip	tokyo_pfa_npc-bod-tub-dna_20230629_fm_00	0
culture_collection_zips/bmcc449_pfa_dna-cetn-nhs-tub_20240216_od.ome.zarr.zip	bmcc449_pfa_dna-cetn-nhs-tub_20240216_od_s00,bmcc449_pfa_dna-cetn-nhs-tub_20240216_od_s01	0,1
culture_collection_zips/rcc10956_pfa_nhs-tub-dna_20230423_od.ome.zarr.zip	rcc10956_pfa_nhs-tub-dna_20230423_od	0
culture_collection_zips/rcc10746_pfa_dna-tub-nhs_20230829_csd_03.ome.zarr.zip	rcc10746_pfa_dna-tub-nhs_20230829_csd_03	0
culture_collection_zips/bmcc4_pfa_nhs_20240214_hs_09.ome.zarr.zip	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_09	0
culture_collection_zips/rcc3002_pfa_dna-tub-nhs_20230616_od.ome.zarr.zip	rcc3002_pfa_dna-tub-nhs_20230616_od_s00,rcc3002_pfa_dna-tub-nhs_20230616_od_s01	0,1
culture_collection_zips/rcc7000_pfa_dna-nhs-tub_20230519_cl.ome.zarr.zip	rcc7000_pfa_dna-nhs-tub_20230519_cl_s00,rcc7000_pfa_dna-nhs-tub_20230519_cl_s00_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s01,rcc7000_pfa_dna-nhs-tub_20230519_cl_s01_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s02,rcc7000_pfa_dna-nhs-tub_20230519_cl_s02_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s03,rcc7000_pfa_dna-nhs-tub_20230519_cl_s03_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s04,rcc7000_pfa_dna-nhs-tub_20230519_cl_s04_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s05,rcc7000_pfa_dna-nhs-tub_20230519_cl_s05_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s06,rcc7000_pfa_dna-nhs-tub_20230519_cl_s06_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s07,rcc7000_pfa_dna-nhs-tub_20230519_cl_s07_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s08,rcc7000_pfa_dna-nhs-tub_20230519_cl_s08_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s09,rcc7000_pfa_dna-nhs-tub_20230519_cl_s09_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s10_deconv,rcc7000_pfa_dna-nhs-tub_20230519_cl_s11	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22
culture_collection_zips/rcc2321_pfa_dna-tub-nhs_20230829_csd_02.ome.zarr.zip	rcc2321_pfa_dna-tub-nhs_20230829_csd_02	0
culture_collection_zips/rcc1490_pfa_cetn-tub-dna_20252103_cl_03.ome.zarr.zip	rcc1490_pfa_cetn-tub-dna_20252103_cl_03	0
culture_collection_zips/rcc10705_pfa_dna-tub-cetn_20240522_cl.ome.zarr.zip	rcc10705_pfa_dna-tub-cetn_20240522_cl_s00,rcc10705_pfa_dna-tub-cetn_20240522_cl_s01,rcc10705_pfa_dna-tub-cetn_20240522_cl_s02,rcc10705_pfa_dna-tub-cetn_20240522_cl_s03	0,1,2,3
culture_collection_zips/rcc10647_pfa_dna-cetn-tub-nhs_20240401_fm_18.ome.zarr.zip	rcc10647_pfa_dna-cetn-tub-nhs_20240401_fm_18	0
culture_collection_zips/rcc10642_pfa_nhs_20240912_hs_05.ome.zarr.zip	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_05	0
culture_collection_zips/rcc10719_pfa_tap952-tub-nhs_20230901_hs_00.ome.zarr.zip	rcc10719_pfa_tap952-tub-nhs_20230901_hs_00	0
culture_collection_zips/rcc10642_pfa_dna_20240912_hs_07.ome.zarr.zip	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_07	0
culture_collection_zips/rcc6675_pfa_dna_20250314_hs_04.ome.zarr.zip	rcc6675_pfa_cetn-dna-nhs-tub_20250314_hs_04	0
culture_collection_zips/rcc10642_pfa_bod_20240912_hs_03.ome.zarr.zip	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_03	0
culture_collection_zips/bmcc868_pfa_nhs_20240222_hs_03.ome.zarr.zip	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_03	0
culture_collection_zips/bmcc4_pfa_cetn_20240214_hs_02.ome.zarr.zip	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_02	0
culture_collection_zips/tokyo_pfa_nhs-cetn-tub-dna_20230710_fm_02.ome.zarr.zip	tokyo_pfa_nhs-cetn-tub-dna_20230710_fm_02	0
culture_collection_zips/rcc6675_pl_nhs_20250318_hs_14.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_14	0
culture_collection_zips/rcc3536_pfa_dna-tub-nhs-na_20230718_csd_06.ome.zarr.zip	rcc3536_pfa_dna-tub-nhs-na_20230718_csd_06	0
culture_collection_zips/rcc6324_pfa_nhs-cetn-tub-dna_20231121_fm_01.ome.zarr.zip	rcc6324_pfa_nhs-cetn-tub-dna_20231121_fm_01	0
culture_collection_zips/rcc4630_pfa_dna-tub-nhs_20230802_od.ome.zarr.zip	rcc4630_pfa_dna-tub-nhs_20230802_od_s00,rcc4630_pfa_dna-tub-nhs_20230802_od_s01	0,1
culture_collection_zips/rcc6675_pl_dna_20250318_hs_23.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_23	0
culture_collection_zips/tokyo_pfa_nhs-tub-dna_20230905_fm_05.ome.zarr.zip	tokyo_pfa_nhs-tub-dna_20230905_fm_05	0
culture_collection_zips/bmcc8_pfa_dna_20240214_hs_08.ome.zarr.zip	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_08	0
culture_collection_zips/rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl.ome.zarr.zip	rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s00,rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s00_deconv,rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s01,rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s01_deconv,rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s02,rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s02_deconv	0,1,2,3,4,5
culture_collection_zips/rcc6675_pl_nhs_20250318_hs_16.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_16	0
culture_collection_zips/bmcc85_hpf_nhs-cetn-tub-dna_20240307_fm_21.ome.zarr.zip	bmcc85_hpf_nhs-cetn-tub-dna_20240307_fm_21	0
culture_collection_zips/tokyo_pfa_nhs-tub-npc-dna_20230913_fm_13.ome.zarr.zip	tokyo_pfa_nhs-tub-npc-dna_20230913_fm_13	0
culture_collection_zips/rcc6343_pfa_tub_20240829_hs_00.ome.zarr.zip	rcc6343_pfa_glypep1-tub_20240829_hs_00	0
culture_collection_zips/rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_11.ome.zarr.zip	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_11	0
culture_collection_zips/tokyo_pfa_tub-nhs_20230824_fm_10.ome.zarr.zip	tokyo_pfa_tub-nhs_20230824_fm_10	0
culture_collection_zips/bmcc642_hpf_nhs-cetn-tub-dna_20240229_fm_03.ome.zarr.zip	bmcc642_hpf_nhs-cetn-tub-dna_20240229_fm_03	0
culture_collection_zips/rcc4657_pfa_cetn-tub-dna_20240604_cl.ome.zarr.zip	rcc4657_pfa_cetn-tub-dna_20240604_cl_s00,rcc4657_pfa_cetn-tub-dna_20240604_cl_s01,rcc4657_pfa_cetn-tub-dna_20240604_cl_s02	0,1,2
culture_collection_zips/bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_05.ome.zarr.zip	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_05	0
culture_collection_zips/bmcc868_pfa_nhs_20240222_hs_04.ome.zarr.zip	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_04	0
culture_collection_zips/rcc10445_pfa_dna-cetn-nhs-tub_20240207_od.ome.zarr.zip	rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s00,rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s01,rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s02,rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s03,rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s04	0,1,2,3,4
culture_collection_zips/tokyo_pfa_act-tub-bod-dna_20230629_fm_14.ome.zarr.zip	tokyo_pfa_act-tub-bod-dna_20230629_fm_14	0
culture_collection_zips/bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_05.ome.zarr.zip	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_05	0
culture_collection_zips/rcc10662_pfa_nhs-tub-cetn-dna_20231121_fm_15.ome.zarr.zip	rcc10662_pfa_nhs-tub-cetn-dna_20231121_fm_15	0
culture_collection_zips/rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_07.ome.zarr.zip	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_07	0
culture_collection_zips/tokyo_pfa_bod-tub-dna_20230705_fm_01.ome.zarr.zip	tokyo_pfa_bod-tub-dna_20230705_fm_01	0
culture_collection_zips/bmcc492_pfa_nhs-cetn-tub-dna_20240205_fm_01.ome.zarr.zip	bmcc492_pfa_nhs-cetn-tub-dna_20240205_fm_01	0
culture_collection_zips/rcc2321_pfa_dna-tub-nhs_20230829_csd_05.ome.zarr.zip	rcc2321_pfa_dna-tub-nhs_20230829_csd_05	0
culture_collection_zips/rcc3387b_pfa_cetn-tub-dna_20230918_cl.ome.zarr.zip	rcc3387b_pfa_cetn-tub-dna_20230918_cl_s00,rcc3387b_pfa_cetn-tub-dna_20230918_cl_s01,rcc3387b_pfa_cetn-tub-dna_20230918_cl_s02,rcc3387b_pfa_cetn-tub-dna_20230918_cl_s03	0,1,2,3
culture_collection_zips/rcc6675_pl_tub_20250318_hs_19.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_19	0
culture_collection_zips/rccs1-6_pfa_nhs-tub-dna_20230426_fm_03.ome.zarr.zip	rccs1-6_pfa_nhs-tub-dna_20230426_fm_03	0
culture_collection_zips/rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_06.ome.zarr.zip	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_06	0
culture_collection_zips/rcc10637_pfa_cetn-tub-dna_20231121_cl.ome.zarr.zip	rcc10637_pfa_cetn-tub-dna_20231121_cl_s00,rcc10637_pfa_cetn-tub-dna_20231121_cl_s01,rcc10637_pfa_cetn-tub-dna_20231121_cl_s02,rcc10637_pfa_cetn-tub-dna_20231121_cl_s03	0,1,2,3
culture_collection_zips/rcc10642_pfa_dna_20240912_hs_13.ome.zarr.zip	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_13	0
culture_collection_zips/bmcc868_pfa_nhs_20240213_hs_07.ome.zarr.zip	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_07	0
culture_collection_zips/rcc6169rcc6518_pfa_nhs-tub-dna_20230426_fm_01.ome.zarr.zip	rcc6169rcc6518_pfa_nhs-tub-dna_20230426_fm_01	0
culture_collection_zips/rcc6675_pl_dna_20250318_hs_24.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_24	0
culture_collection_zips/rcc5488rcc5532_pfa_nhs-tub-dna_20230424_fm_02.ome.zarr.zip	rcc5488rcc5532_pfa_nhs-tub-dna_20230424_fm_02	0
culture_collection_zips/rcc3691_pfa_dna-cetn-nhs-tub_20240209_od.ome.zarr.zip	rcc3691_pfa_dna-cetn-nhs-tub_20240209_od_s00,rcc3691_pfa_dna-cetn-nhs-tub_20240209_od_s01	0,1
culture_collection_zips/rccp22ku_pfa_dna-tub-cetn_20251803_cl_03.ome.zarr.zip	rccp22ku_pfa_dna-tub-cetn_20251803_cl_03	0
culture_collection_zips/rcc10642_pfa_dna_20240912_hs_05.ome.zarr.zip	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_05	0
culture_collection_zips/bmcc33_pfa_tub_20240212_hs_01.ome.zarr.zip	bmcc33_pfa_cetn-dna-nhs-tub_20240212_hs_01	0
culture_collection_zips/bmcc8_pfa_dna_20240214_hs_05.ome.zarr.zip	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_05	0
culture_collection_zips/rcc10662_pfa_nhs-cetn-tub-dna_20240212_fm_11.ome.zarr.zip	rcc10662_pfa_nhs-cetn-tub-dna_20240212_fm_11	0
culture_collection_zips/bmcc686_pfa_nhs-cetn-tub-dna_20240205_fm_01.ome.zarr.zip	bmcc686_pfa_nhs-cetn-tub-dna_20240205_fm_01	0
culture_collection_zips/rcc6327_pfa_glypep1_20240829_hs_01.ome.zarr.zip	rcc6327_pfa_glypep1-tub_20240829_hs_01	0
culture_collection_zips/tokyo_pfa_tub_20230824_fm_09.ome.zarr.zip	tokyo_pfa_tub_20230824_fm_09	0
culture_collection_zips/rcc6675_pl_cetn_20250318_hs_14.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_14	0
culture_collection_zips/bmcc8_pfa_tub_20240214_hs_09.ome.zarr.zip	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_09	0
culture_collection_zips/tokyo_pfa_bod-tub-dna_20230705_fm_08.ome.zarr.zip	tokyo_pfa_bod-tub-dna_20230705_fm_08	0
culture_collection_zips/rcc10719_pfa_polye-tub-nhs_20230905_hs_01.ome.zarr.zip	rcc10719_pfa_polye-tub-nhs_20230905_hs_01	0
culture_collection_zips/rcc10614_pfa_cetn-tub-dna_20231018_cl.ome.zarr.zip	rcc10614_pfa_cetn-tub-dna_20231018_cl	0
culture_collection_zips/bmcc588_pfa_dna-tub-cetn_20240117_cl.ome.zarr.zip	bmcc588_pfa_dna-tub-cetn_20240117_cl_s00,bmcc588_pfa_dna-tub-cetn_20240117_cl_s01,bmcc588_pfa_dna-tub-cetn_20240117_cl_s02	0,1,2
culture_collection_zips/bmcc311_pfa_cetn-tub-dna_20240117_cl.ome.zarr.zip	bmcc311_pfa_cetn-tub-dna_20240117_cl_s00,bmcc311_pfa_cetn-tub-dna_20240117_cl_s01	0,1
culture_collection_zips/rcc6343_pfa_tub_20240829_hs_06.ome.zarr.zip	rcc6343_pfa_azo49-tub_20240829_hs_06	0
culture_collection_zips/vf21108_pfa_tub-cetn_20251803_cl_05.ome.zarr.zip	vf21108_pfa_tub-cetn_20251803_cl_05	0
culture_collection_zips/rcc7050_pfa_cetn-tub-dna_20252103_cl_05.ome.zarr.zip	rcc7050_pfa_cetn-tub-dna_20252103_cl_05	0
culture_collection_zips/rcc6731_pfa_dna-tub-nhs_20230616_od.ome.zarr.zip	rcc6731_pfa_dna-tub-nhs_20230616_od_s00,rcc6731_pfa_dna-tub-nhs_20230616_od_s01,rcc6731_pfa_dna-tub-nhs_20230616_od_s02,rcc6731_pfa_dna-tub-nhs_20230616_od_s03,rcc6731_pfa_dna-tub-nhs_20230616_od_s04	0,1,2,3,4
culture_collection_zips/rcc10930_pfa_dna-cetn-tub-nhs_20240401_fm_14.ome.zarr.zip	rcc10930_pfa_dna-cetn-tub-nhs_20240401_fm_14	0
culture_collection_zips/tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_04.ome.zarr.zip	tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_04	0
culture_collection_zips/bmcc4_pfa_cetn_20240214_hs_09.ome.zarr.zip	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_09	0
culture_collection_zips/rcc6343_pfa_tub_20240829_hs_04.ome.zarr.zip	rcc6343_pfa_glypep1-tub_20240829_hs_04	0
culture_collection_zips/rcc1186_pfa_dna-tub-nhs_20230531_od.ome.zarr.zip	rcc1186_pfa_dna-tub-nhs_20230531_od_s00,rcc1186_pfa_dna-tub-nhs_20230531_od_s01,rcc1186_pfa_dna-tub-nhs_20230531_od_s02	0,1,2
culture_collection_zips/rcc10719_pfa_tub-cetn-nhs_20230830_hs_00.ome.zarr.zip	rcc10719_pfa_tub-cetn-nhs_20230830_hs_00	0
culture_collection_zips/rcc3511rcc10719_pfa_dna-tub-nhs_20230728_csd_02.ome.zarr.zip	rcc3511rcc10719_pfa_dna-tub-nhs_20230728_csd_02	0
culture_collection_zips/rcc6675_pl_nhs_20250318_hs_07.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_07	0
culture_collection_zips/bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_10.ome.zarr.zip	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_10	0
culture_collection_zips/rcc3374_pfa_tub-dna-nhs_20230626_cl.ome.zarr.zip	rcc3374_pfa_tub-dna-nhs_20230626_cl_s01,rcc3374_pfa_tub-dna-nhs_20230626_cl_s02_deconv_align	1,3
culture_collection_zips/rcc6675_pl_cetn_20250318_hs_21.ome.zarr.zip	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_21	0
