original_name	new_name_iter1	missing_values
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series05	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s05	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series06	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s06	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series07	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s07	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series08	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s08	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series09	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s09	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series10	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s10	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series11	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s11	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series12	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s12	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series13	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s13	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series14	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s14	cl
20240425_rcc6684_pfa_hoechst-tub-centr-nhs_series15	rcc6684_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s15	cl
20240426_rcc6684_pfa_centr-tub-hoechst_series00	rcc6684_pfa_cetn-tub-dna_20240426_MISSINGNAME_s00	cl
20240426_rcc6684_pfa_centr-tub-hoechst_series01	rcc6684_pfa_cetn-tub-dna_20240426_MISSINGNAME_s01	cl
20240117_bmcc261_pfa_centr-tub-hoechst_series00	bmcc261_pfa_cetn-tub-dna_20240117_MISSINGNAME_s00	cl
20240117_bmcc261_pfa_centr-tub-hoechst_series01	bmcc261_pfa_cetn-tub-dna_20240117_MISSINGNAME_s01	cl
20240117_bmcc261_pfa_centr-tub-hoechst_series02	bmcc261_pfa_cetn-tub-dna_20240117_MISSINGNAME_s02	cl
20240207_BMCC_261_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc261_pfa_dna-cetn-nhs-tub_20240207_od_s00	
20240207_BMCC_261_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc261_pfa_dna-cetn-nhs-tub_20240207_od_s01	
20240118_bmcc597_pfa_centr-tub-hoechst_series00	bmcc597_pfa_cetn-tub-dna_20240118_MISSINGNAME_s00	cl
20240118_bmcc597_pfa_centr-tub-hoechst_series01	bmcc597_pfa_cetn-tub-dna_20240118_MISSINGNAME_s01	cl
20240118_bmcc597_pfa_centr-tub-hoechst_series02	bmcc597_pfa_cetn-tub-dna_20240118_MISSINGNAME_s02	cl
20240118_bmcc597_pfa_centr-tub-hoechst_series03	bmcc597_pfa_cetn-tub-dna_20240118_MISSINGNAME_s03	cl
20230423_RCC_1805_pfa_OD_nhs-tub-Hoechst_series00	rcc1805_pfa_nhs-tub-dna_20230423_od_s00	
20230423_RCC_1805_pfa_OD_nhs-tub-Hoechst_series01	rcc1805_pfa_nhs-tub-dna_20230423_od_s01	
20230423_RCC_1805_pfa_OD_nhs-tub-Hoechst_series02	rcc1805_pfa_nhs-tub-dna_20230423_od_s02	
20240209_RCC_1805_pfa_OD_Hoechst-centr-nhs-tub_series00	rcc1805_pfa_dna-cetn-nhs-tub_20240209_od_s00	
20240209_RCC_1805_pfa_OD_Hoechst-centr-nhs-tub_series01	rcc1805_pfa_dna-cetn-nhs-tub_20240209_od_s01	
20240209_RCC_1805_pfa_OD_Hoechst-centr-nhs-tub_series02	rcc1805_pfa_dna-cetn-nhs-tub_20240209_od_s02	
20230816_rcc_6324_pfa_csd_hoechst_tub_nhs_na_01	rcc6324_pfa_dna-tub-nhs_20230816_csd_01	
20230816_rcc_6324_pfa_csd_hoechst_tub_nhs_na_02	rcc6324_pfa_dna-tub-nhs_20230816_csd_02	
20230816_rcc_6324_pfa_csd_hoechst_tub_nhs_na_03	rcc6324_pfa_dna-tub-nhs_20230816_csd_03	
20231121_RCC_6324_FM_Hoechst-centr-tub-nhs_001	rcc6324_MISSINGFIX_dna-cetn-tub-nhs_20231121_fm_001	pfa
20231121_RCC_6324_FM_Hoechst-centr-tub-nhs_003	rcc6324_MISSINGFIX_dna-cetn-tub-nhs_20231121_fm_003	pfa
20231121_RCC_6324_FM_Hoechst-mabnup98-tub-nhs_004	rcc6324_MISSINGFIX_dna-npc-tub-nhs_20231121_fm_004	pfa
20240118_BMCC_678_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc678_pfa_dna-cetn-nhs-tub_20240118_od_s00	
20240118_BMCC_678_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc678_pfa_dna-cetn-nhs-tub_20240118_od_s01	
20240118_BMCC_678_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc678_pfa_dna-cetn-nhs-tub_20240118_od_s02	
20240118_BMCC_678_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc678_pfa_dna-cetn-nhs-tub_20240118_od_s03	
20240118_bmcc607_pfa_hoechst-tub-centr_series00	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s00	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series01	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s01	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series02	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s02	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series03	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s03	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series04	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s04	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series05	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s05	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series06	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s06	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series07	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s07	cl
20240118_bmcc607_pfa_hoechst-tub-centr_series08	bmcc607_pfa_dna-tub-cetn_20240118_MISSINGNAME_s08	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series00	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s00	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series01	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s01	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series02	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s02	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series03	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s03	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series04	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s04_TOOMANYCHANNELS	cl,cetn
20230522_rcc6234_pfa_hoechst-tub-centr_series05	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s05_TOOMANYCHANNELS	cl,cetn
20230522_rcc6234_pfa_hoechst-tub-centr_series06	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s06_TOOMANYCHANNELS	cl,cetn-tub
20230522_rcc6234_pfa_hoechst-tub-centr_series07	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s07_TOOMANYCHANNELS	cl,cetn-tub
20230522_rcc6234_pfa_hoechst-tub-centr_series08	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s08	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series09	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s09	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series10	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s10	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series11	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s11	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series12	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s12	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series13	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s13	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series14	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s14	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series15	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s15	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series16	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s16	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series17	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s17_TOOMANYCHANNELS	cl,cetn
20230522_rcc6234_pfa_hoechst-tub-centr_series18	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s18_TOOMANYCHANNELS	cl,cetn
20230522_rcc6234_pfa_hoechst-tub-centr_series19	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s19	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series20	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s20	cl
20230522_rcc6234_pfa_hoechst-tub-centr_series21	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s21_TOOMANYCHANNELS	cl,tub-cetn
20230522_rcc6234_pfa_hoechst-tub-centr_series22	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s22_TOOMANYCHANNELS	cl,tub-cetn
20230522_rcc6234_pfa_hoechst-tub-centr_series23	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s23_TOOMANYCHANNELS	cl,tub-cetn
20230522_rcc6234_pfa_hoechst-tub-centr_series24	rcc6234_pfa_dna-tub-cetn_20230522_MISSINGNAME_s24_TOOMANYCHANNELS	cl,tub-cetn
20230616_RCC_P22-13_pfa_OD_Hoechst-tub-nhs	rcc10722_pfa_dna-tub-nhs_20230616_od	
20231208_bmcc122_pfa_centr-tub-hoechst_series00	bmcc122_pfa_cetn-tub-dna_20231208_MISSINGNAME_s00	cl
20231208_bmcc122_pfa_centr-tub-hoechst_series01	bmcc122_pfa_cetn-tub-dna_20231208_MISSINGNAME_s01	cl
20231208_bmcc122_pfa_centr-tub-hoechst_series02	bmcc122_pfa_cetn-tub-dna_20231208_MISSINGNAME_s02	cl
20231208_bmcc121_pfa_centr-tub-hoechst_series00	bmcc121_pfa_cetn-tub-dna_20231208_MISSINGNAME_s00	cl
20231208_bmcc121_pfa_centr-tub-hoechst_series01	bmcc121_pfa_cetn-tub-dna_20231208_MISSINGNAME_s01	cl
20231208_bmcc121_pfa_centr-tub-hoechst_series02	bmcc121_pfa_cetn-tub-dna_20231208_MISSINGNAME_s02	cl
20231208_bmcc121_pfa_centr-tub-hoechst_series03	bmcc121_pfa_cetn-tub-dna_20231208_MISSINGNAME_s03	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series00	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s00	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series01	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s01	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series02	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s02	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series03	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s03	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series04	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s04	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series05	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s05	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series06	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s06	cl
20230718_rcc5249_pfa_centr-tub-hoechst_series07	rcc5249_pfa_cetn-tub-dna_20230718_MISSINGNAME_s07	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series00	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s00	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series01	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s01	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series02	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s02	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series03	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s03	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series04	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s04	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series05	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s05	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series06	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s06	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series07	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s07	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series08	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s08	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series09	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s09	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series10	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s10	cl
20230719_rcc5249_pfa_hoechst-nhs-tub_series11	rcc5249_pfa_dna-nhs-tub_20230719_MISSINGNAME_s11	cl
20240119_BMCC_405_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc405_pfa_dna-cetn-nhs-tub_20240119_od_s00	
20240119_BMCC_405_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc405_pfa_dna-cetn-nhs-tub_20240119_od_s01	
20240119_BMCC_405_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc405_pfa_dna-cetn-nhs-tub_20240119_od_s02	
20240119_BMCC_405_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc405_pfa_dna-cetn-nhs-tub_20240119_od_s03	
20240203_BMCC_348Night_pfa_OD_Hoechst-act-nhs-tub_series00	bmcc348_pfa_dna-act-nhs-tub_20240203_od_s00	
20240203_BMCC_348Night_pfa_OD_Hoechst-act-nhs-tub_series01	bmcc348_pfa_dna-act-nhs-tub_20240203_od_s01	
20240203_BMCC_348Night_pfa_OD_Hoechst-centr-nhs-tub	bmcc348_pfa_dna-cetn-nhs-tub_20240203_od	
20240208_BMCC_348Day_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc348_pfa_dna-cetn-nhs-tub_20240208_od_s00	
20240208_BMCC_348Day_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc348_pfa_dna-cetn-nhs-tub_20240208_od_s01	
20240209_BMCC_348Night_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc348_pfa_dna-cetn-nhs-tub_20240209_od_s00	
20240209_BMCC_348Night_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc348_pfa_dna-cetn-nhs-tub_20240209_od_s01	
20240229_bmcc692-hpf_fm_NHS_cent_tub_DNA_60x_001	bmcc692_hpf_nhs-cetn-tub-dna_20240229_fm_001	
20240229_bmcc692-hpf_fm_NHS_cent_tub_DNA_60x_002	bmcc692_hpf_nhs-cetn-tub-dna_20240229_fm_002	
20240307_bmcc692_fm_hpf_nhs_cent_tub_dna_60x4x_004	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_004	
20240307_bmcc692_fm_hpf_nhs_cent_tub_dna_60x4x_005	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_005	
20240307_bmcc692_fm_hpf_nhs_cent_tub_dna_60x_006	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_006	
20240307_bmcc692_fm_hpf_nhs_cent_tub_dna_60x_007	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_007	
20240521_bmcc680_pfa_hoechst-tub-centr_series00	bmcc680_pfa_dna-tub-cetn_20240521_MISSINGNAME_s00	cl
20240521_bmcc680_pfa_hoechst-tub-centr_series01	bmcc680_pfa_dna-tub-cetn_20240521_MISSINGNAME_s01	cl
20240521_bmcc680_pfa_hoechst-tub-centr_series02	bmcc680_pfa_dna-tub-cetn_20240521_MISSINGNAME_s02	cl
20240521_bmcc680_pfa_hoechst-tub-centr_series03	bmcc680_pfa_dna-tub-cetn_20240521_MISSINGNAME_s03	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series00	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s00	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series01	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s01	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series02	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s02	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series03	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s03	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series04	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s04	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series05	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s05	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series06	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s06	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series07	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s07	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series08	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s08	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series09	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s09	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series10	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s10	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series11	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s11	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series12	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s12	cl
20231201_bmcc129_pfa_hoechst-tub-centr_series13	bmcc129_pfa_dna-tub-cetn_20231201_MISSINGNAME_s13	cl
20231208_bmcc208_pfa_centr-tub-hoechst_series00	bmcc208_pfa_cetn-tub-dna_20231208_MISSINGNAME_s00	cl
20231208_bmcc208_pfa_centr-tub-hoechst_series01	bmcc208_pfa_cetn-tub-dna_20231208_MISSINGNAME_s01	cl
20231208_bmcc208_pfa_centr-tub-hoechst_series02	bmcc208_pfa_cetn-tub-dna_20231208_MISSINGNAME_s02	cl
20230816_rcc_ja1_pfa_csd_hoechst_tub_nhs_na_01	rccja1_pfa_dna-tub-nhs_20230816_csd_01	
20230829_rcc_ja1_pfa_csd_hoechst_tub_nhs_na_01	rccja1_pfa_dna-tub-nhs_20230829_csd_01	
20240522_rccp18-19_pfa_hoechst-centr-tub_series00	rcc10705_pfa_dna-cetn-tub_20240522_MISSINGNAME_s00	cl
20240522_rccp18-19_pfa_hoechst-centr-tub_series01	rcc10705_pfa_dna-cetn-tub_20240522_MISSINGNAME_s01	cl
20240522_rccp18-19_pfa_hoechst-centr-tub_series02	rcc10705_pfa_dna-cetn-tub_20240522_MISSINGNAME_s02	cl
20240522_rccp18-19_pfa_hoechst-centr-tub_series03	rcc10705_pfa_dna-cetn-tub_20240522_MISSINGNAME_s03	cl
20240522_rccp18-19_pfa_hoechst-nhs-tub_series00	rcc10705_pfa_dna-nhs-tub_20240522_MISSINGNAME_s00	cl
20240522_rccp18-19_pfa_hoechst-nhs-tub_series01	rcc10705_pfa_dna-nhs-tub_20240522_MISSINGNAME_s01	cl
20240522_rccp18-19_pfa_hoechst-nhs-tub_series02	rcc10705_pfa_dna-nhs-tub_20240522_MISSINGNAME_s02	cl
20230616_RCC_626_pfa_OD_Hoechst-tub-nhs_series00	rcc626_pfa_dna-tub-nhs_20230616_od_s00	
20230616_RCC_626_pfa_OD_Hoechst-tub-nhs_series01	rcc626_pfa_dna-tub-nhs_20230616_od_s01	
20230616_RCC_3436_pfa_OD_Hoechst-tub-nhs_series00	rcc3436_pfa_dna-tub-nhs_20230616_od_s00	
20230616_RCC_3436_pfa_OD_Hoechst-tub-nhs_series01	rcc3436_pfa_dna-tub-nhs_20230616_od_s01	
20230616_RCC_3436_pfa_OD_Hoechst-tub-nhs_series02	rcc3436_pfa_dna-tub-nhs_20230616_od_s02	
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series00	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s00	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series01	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s01	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series02	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s02	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series03	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s03	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series04	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s04	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series05	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s05	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series06	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s06	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series07	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s07	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series08	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s08	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series09	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s09	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series10	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s10	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series11	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s11	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series12	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s12	cl
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series13	bmcc614_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s13	cl
20240318_bmcc614_pfa_centr-tub-hoechst_series00	bmcc614_pfa_cetn-tub-dna_20240318_MISSINGNAME_s00	cl
20240318_bmcc614_pfa_centr-tub-hoechst_series01	bmcc614_pfa_cetn-tub-dna_20240318_MISSINGNAME_s01	cl
20240318_bmcc614_pfa_centr-tub-hoechst_series02	bmcc614_pfa_cetn-tub-dna_20240318_MISSINGNAME_s02	cl
20240318_bmcc614_pfa_centr-tub-hoechst_series03	bmcc614_pfa_cetn-tub-dna_20240318_MISSINGNAME_s03	cl
20240318_bmcc614_pfa_centr-tub-hoechst_series04	bmcc614_pfa_cetn-tub-dna_20240318_MISSINGNAME_s04	cl
20240216_BMCC_540_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc540_pfa_dna-cetn-nhs-tub_20240216_od_s00	
20240216_BMCC_540_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc540_pfa_dna-cetn-nhs-tub_20240216_od_s01	
20240216_BMCC_540_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc540_pfa_dna-cetn-nhs-tub_20240216_od_s02	
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_012	rcc10662_MISSINGFIX_dna-cetn-tub-nhs_20231121_fm_012	pfa
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_013	rcc10662_MISSINGFIX_dna-cetn-tub-nhs_20231121_fm_013	pfa
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_014	rcc10662_MISSINGFIX_dna-cetn-tub-nhs_20231121_fm_014	pfa
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_015	rcc10662_MISSINGFIX_dna-cetn-tub-nhs_20231121_fm_015	pfa
20231121_RCC_p22-75_FM_Hoechst-mabnup98-tub-nhs_016	rcc10662_MISSINGFIX_dna-npc-tub-nhs_20231121_fm_016	pfa
20231121_RCC_p22-75_FM_Hoechst-mabnup98-tub-nhs_017	rcc10662_MISSINGFIX_dna-npc-tub-nhs_20231121_fm_017	pfa
20231121_RCC_p22-75_FM_Hoechst-mabnup98-tub-nhs_018	rcc10662_MISSINGFIX_dna-npc-tub-nhs_20231121_fm_018	pfa
20240212_p22-75_DNA-tub-cent-nhs_001	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_001_TOOMANYCHANNELS	
20240212_p22-75_DNA-tub-cent-nhs_002	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_002	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_003	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_003	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_004	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_004	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_005	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_005	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_006	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_006	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_007	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_007	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_008	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_008	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_009	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_009	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_010	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_010	pfa,fm
20240212_p22-75_DNA-tub-cent-nhs_60x_011	rcc10662_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_011	pfa,fm
20240115_bmcc472_pfa_hoechst-tub-centr_series00	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s00	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series01	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s01	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series02	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s02	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series03	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s03	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series04	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s04	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series05	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s05	cl
