old_name	size_t	size_c	size_z	size_y	size_x	xy_mismatch	physical_size_z	physical_size_y	physical_size_x	physical_unit	physical_xy_mismatch	has_lng_lvv_in_name
20240522_rccp18-19_pfa_hoechst-nhs-tub_series01	1	3	83	512	512	False	0.270155	0.10278336594911937	0.10278336594911937	µm	False	True
20240522_rccp18-19_pfa_hoechst-nhs-tub_series02	1	3	87	750	1288	True	0.270155	0.10278337783711615	0.10278337218337218	µm	True	True
20230616_RCC_626_pfa_OD_Hoechst-tub-nhs_series00	1	3	100	1024	1024	False	0.399	0.07099852394916911	0.07099852394916911	µm	False	False
20230616_RCC_626_pfa_OD_Hoechst-tub-nhs_series01	1	3	100	1024	1024	False	0.399	0.07099852394916911	0.07099852394916911	µm	False	False
20230616_RCC_3436_pfa_OD_Hoechst-tub-nhs_series00	1	3	107	1024	1024	False	0.36100000000000004	0.07099780058651026	0.07099780058651026	µm	False	False
20230616_RCC_3436_pfa_OD_Hoechst-tub-nhs_series01	1	3	107	1024	1024	False	0.36100000000000004	0.07099780058651026	0.07099780058651026	µm	False	False
20230616_RCC_3436_pfa_OD_Hoechst-tub-nhs_series02	1	3	113	1024	1024	False	0.36100000000000004	0.07099780058651026	0.07099780058651026	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series00	1	4	178	664	664	False	0.15020384180790963	0.11132665158371041	0.11132665158371041	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series01	1	4	178	664	664	False	0.15020384180790963	0.11132665158371041	0.11132665158371041	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series02	1	4	94	664	664	False	0.15020387096774193	0.11132665158371041	0.11132665158371041	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series03	1	4	94	664	664	False	0.15020387096774193	0.11132665158371041	0.11132665158371041	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series04	1	4	123	664	664	False	0.1502038524590164	0.11132665158371041	0.11132665158371041	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series05	1	4	123	664	664	False	0.1502038524590164	0.11132665158371041	0.11132665158371041	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series06	1	4	114	664	664	False	0.1502038053097345	0.11132665158371041	0.11132665158371041	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series07	1	4	129	664	664	False	0.15020382812500002	0.0695791101055807	0.0695791101055807	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series08	1	4	129	664	664	False	0.15020382812500002	0.0695791101055807	0.0695791101055807	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series09	1	4	1	664	664	False		0.0695791101055807	0.0695791101055807	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series10	1	4	73	664	664	False	0.1502038888888889	0.05566315233785822	0.05566315233785822	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series11	1	4	73	664	664	False	0.1502038888888889	0.05566315233785822	0.05566315233785822	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series12	1	4	67	664	664	False	0.15020384848484847	0.0927721568627451	0.0927721568627451	µm	False	False
20240214_bmcc614_pfa_tub-centr-hoechst-nhs_series13	1	4	67	664	664	False	0.15020384848484847	0.0927721568627451	0.0927721568627451	µm	False	False
20240318_bmcc614_pfa_centr-tub-hoechst_series00	1	3	254	797	862	True	0.21308	0.10129762562814071	0.10129761904761905	µm	True	True
20240318_bmcc614_pfa_centr-tub-hoechst_series01	1	3	256	634	573	True	0.21308	0.10129764612954187	0.10129762237762238	µm	True	True
20240318_bmcc614_pfa_centr-tub-hoechst_series02	1	3	210	853	874	True	0.21308	0.101297617370892	0.10129761741122566	µm	True	True
20240318_bmcc614_pfa_centr-tub-hoechst_series03	1	3	214	831	909	True	0.21308	0.1012976265060241	0.10129762114537444	µm	True	True
20240318_bmcc614_pfa_centr-tub-hoechst_series04	1	3	225	867	909	True	0.21308	0.10129762124711317	0.10129762114537444	µm	True	True
20240216_BMCC_540_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	141	1024	1024	False	0.4218	0.1296227761485826	0.1296227761485826	µm	False	False
20240216_BMCC_540_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	223	1024	1024	False	0.4218	0.1296227761485826	0.1296227761485826	µm	False	False
20240216_BMCC_540_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	114	1024	1024	False	0.4218	0.08105509286412511	0.08105509286412511	µm	False	False
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_012	1	4	107	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_013	1	4	130	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_014	1	4	87	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20231121_RCC_p22-75_FM_Hoechst-centr-tub-nhs_015	1	4	117	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20231121_RCC_p22-75_FM_Hoechst-mabnup98-tub-nhs_016	1	4	121	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20231121_RCC_p22-75_FM_Hoechst-mabnup98-tub-nhs_017	1	4	148	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20231121_RCC_p22-75_FM_Hoechst-mabnup98-tub-nhs_018	1	4	144	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_001	1	1	1	49	1895	True		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_002	1	4	1	1895	1895	False		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_003	1	4	97	1895	1895	False	0.358084342498494	0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_004	1	4	1	1895	1024	True		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_005	1	4	1	2048	2048	False		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_006	1	4	1	1334	2048	True		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_007	1	4	1	2048	2048	False		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_008	1	4	1	2048	2048	False		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_009	1	4	1	1374	2048	True		0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_010	1	4	117	1374	2048	True	0.358084342498494	0.050000000000000024	0.050000000000000024	µm	False	False
20240212_p22-75_DNA-tub-cent-nhs_60x_011	1	4	17	1024	1024	False	0.3146948008071384	0.05000000000000002	0.05000000000000002	µm	False	False
20240115_bmcc472_pfa_hoechst-tub-centr_series00	1	3	87	512	1094	True	0.270155	0.10278336594911937	0.10278334858188472	µm	True	False
20240115_bmcc472_pfa_hoechst-tub-centr_series01	1	3	87	492	1093	True	0.270155	0.10278336048879837	0.10278333333333332	µm	True	False
20240115_bmcc472_pfa_hoechst-tub-centr_series02	1	3	87	492	1093	True	0.270155	0.10278336048879837	0.10278333333333332	µm	True	True
20240115_bmcc472_pfa_hoechst-tub-centr_series03	1	3	33	607	882	True	0.270155	0.10278336633663367	0.10278337116912598	µm	True	False
20240115_bmcc472_pfa_hoechst-tub-centr_series04	1	3	33	607	882	True	0.270155	0.10278336633663367	0.10278337116912598	µm	True	True
20240115_bmcc472_pfa_hoechst-tub-centr_series05	1	3	37	464	565	True	0.270155	0.10278336933045357	0.10278336879432624	µm	True	False
20240115_bmcc472_pfa_hoechst-tub-centr_series06	1	3	37	464	565	True	0.270155	0.10278336933045357	0.10278336879432624	µm	True	True
20240115_bmcc472_pfa_hoechst-tub-centr_series07	1	3	28	583	660	True	0.270155	0.10278336769759451	0.10278336874051593	µm	True	False
20240115_bmcc472_pfa_hoechst-tub-centr_series08	1	3	28	583	660	True	0.270155	0.10278336769759451	0.10278336874051593	µm	True	True
20240115_bmcc472_pfa_hoechst-tub-centr_series09	1	3	34	583	660	True	0.270155	0.10278336769759451	0.10278336874051593	µm	True	False
20240115_bmcc472_pfa_hoechst-tub-centr_series10	1	3	34	583	660	True	0.270155	0.10278336769759451	0.10278336874051593	µm	True	True
20240115_bmcc472_pfa_hoechst-tub-centr_series11	1	3	21	256	256	False	0.270155	0.10278337254901962	0.10278337254901962	µm	False	False
20240115_bmcc472_pfa_hoechst-tub-centr_series12	1	3	21	256	256	False	0.270155	0.10278337254901962	0.10278337254901962	µm	False	True
20240115_bmcc472_pfa_hoechst-tub-centr_series13	1	3	18	256	256	False	0.270155	0.10278337254901962	0.10278337254901962	µm	False	False
20240115_bmcc472_pfa_hoechst-tub-centr_series14	1	3	18	256	256	False	0.270155	0.10278337254901962	0.10278337254901962	µm	False	True
20231208_bmcc69n_pfa_centr-tub-hoechst_series00	1	3	230	1221	1439	True	0.21308	0.10129762295081968	0.10129763560500696	µm	True	True
20231208_bmcc69n_pfa_centr-tub-hoechst_series01	1	3	168	728	614	True	0.21308	0.10129762035763412	0.10129761827079935	µm	True	True
20231208_bmcc69n_pfa_centr-tub-hoechst_series02	1	3	183	854	973	True	0.21308000000000002	0.10129762016412662	0.10129762345679012	µm	True	True
20231208_bmcc69n_pfa_centr-tub-hoechst_series03	1	3	139	570	644	True	0.21308	0.10129762741652021	0.10129762052877139	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series00	1	3	195	699	665	True	0.21308000000000002	0.10129762177650431	0.1012976204819277	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series01	1	3	170	585	586	True	0.21308	0.1012976198630137	0.10129762393162392	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series02	1	3	170	585	586	True	0.21308	0.10129763698630137	0.10129764102564101	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series03	1	3	170	585	586	True	0.21308	0.10129763698630137	0.10129764102564101	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series04	1	3	170	585	586	True	0.21308	0.10129758561643835	0.10129762393162392	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series05	1	3	170	585	586	True	0.21308	0.1012976198630137	0.10129762393162392	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series06	1	3	170	388	586	True	0.21308	0.10129762273901809	0.10129762393162392	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series07	1	3	170	546	537	True	0.21308	0.10129763302752294	0.10129763059701492	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series08	1	3	170	482	493	True	0.21308	0.10129760914760914	0.10129762195121952	µm	True	True
20230718_rcc6323_pfa_centr-tub-hoechst_series09	1	3	170	482	493	True	0.21308	0.10129760914760914	0.10129762195121952	µm	True	True
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-01_series00	1	4	113	664	664	False	0.30517607142857145	0.05566315233785822	0.05566315233785822	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-01_series01	1	4	113	664	664	False	0.30517607142857145	0.05566315233785822	0.05566315233785822	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-02_series00	1	4	82	664	664	False	0.3051760493827161	0.06184822021116139	0.06184822021116139	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-02_series01	1	4	82	664	664	False	0.3051760493827161	0.06184822021116139	0.06184822021116139	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-03_series00	1	4	159	664	664	False	0.15020386075949366	0.05566315233785822	0.05566315233785822	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-03_series01	1	4	159	664	664	False	0.15020386075949366	0.05566315233785822	0.05566315233785822	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-04_series00	1	4	126	664	664	False	0.15020383999999998	0.05566315233785822	0.05566315233785822	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-04_series01	1	4	126	664	664	False	0.15020383999999998	0.05566315233785822	0.05566315233785822	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-05_series00	1	4	85	664	664	False	0.15020380952380952	0.05566315233785822	0.05566315233785822	µm	False	False
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-05_series01	1	4	85	664	664	False	0.15020380952380952	0.05566315233785822	0.05566315233785822	µm	False	False
20230704_rcc6444_pfa_centr-tub-hoechst_series00	1	3	323	539	816	True	0.21308	0.10129762081784387	0.10129761963190184	µm	True	True
20230704_rcc6444_pfa_centr-tub-hoechst_series01	1	3	162	743	652	True	0.21308	0.10129762803234502	0.10129761904761905	µm	True	True
20230704_rcc6444_pfa_centr-tub-hoechst_series02	1	3	279	743	652	True	0.21308	0.10129762803234502	0.10129761904761905	µm	True	True
20230704_rcc6444_pfa_centr-tub-hoechst_series03	1	3	290	450	430	True	0.21308	0.10129761692650334	0.10129762237762238	µm	True	True
20230704_rcc6444_pfa_centr-tub-hoechst_series04	1	3	262	512	647	True	0.21308	0.10129761252446183	0.1012976160990712	µm	True	True
20230704_rcc6444_pfa_centr-tub-hoechst_series05	1	3	219	1383	1312	True	0.21308000000000002	0.10129761215629522	0.1012976353928299	µm	True	True
20230704_rcc6444_pfa_centr-tub-hoechst_series06	1	3	215	525	531	True	0.21308000000000002	0.1012976145038168	0.10129764150943397	µm	True	True
20230705_rcc6444_pfa_hoechst-nhs-tub-1	1	3	61	667	504	True	0.270155	0.10278338432588335	0.10278338432588335	µm	False	False
20230705_rcc6444_pfa_hoechst-nhs-tub-2	1	3	106	605	666	True	0.27015495238095244	0.10278338432588335	0.10278337376146034	µm	True	False
20230705_rcc6444_pfa_hoechst-nhs-tub-3	1	3	98	605	666	True	0.27015494845360827	0.10278338432588335	0.10278337376146034	µm	True	False
20230705_rcc6444_pfa_hoechst-nhs-tub-4	1	3	95	1526	1691	True	0.270155	0.10278335263262084	0.10278337376146034	µm	True	False
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series00	1	4	24	1656	1656	False	0.1502038695652174	0.037164918429003026	0.037164918429003026	µm	False	False
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series01	1	4	46	1656	1656	False	0.17976777777777778	0.04459792749244713	0.04459792749244713	µm	False	False
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series02	1	4	81	1656	1656	False	0.17976775000000003	0.02787368580060423	0.02787368580060423	µm	False	False
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series03	1	4	81	1656	1656	False	0.17976775000000003	0.02787368580060423	0.02787368580060423	µm	False	False
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series04	1	4	113	1656	1656	False	0.17976776785714288	0.037164918429003026	0.037164918429003026	µm	False	False
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series05	1	4	34	1656	1656	False	0.1797677878787879	0.02787368580060423	0.02787368580060423	µm	False	False
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series00	1	4	128	1168	1168	False	0.17883496062992127	0.04517662382176521	0.04517662382176521	µm	False	False
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series01	1	4	128	1168	1168	False	0.17883496062992127	0.04517662382176521	0.04517662382176521	µm	False	False
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series02	1	4	82	1384	1384	False	0.3044	0.038120838756326825	0.038120838756326825	µm	False	False
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series03	1	4	82	1384	1384	False	0.3044	0.038120838756326825	0.038120838756326825	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_001	1	4	117	2304	2304	False	0.4	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_002	1	4	136	2304	2304	False	0.3	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_003	1	4	160	2304	2304	False	0.3	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_004	1	4	142	2304	2304	False	0.3	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_005	1	4	220	2304	2304	False	0.3	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_014	1	4	220	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_015	1	4	137	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_016	1	4	153	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_017	1	4	161	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_018	1	4	154	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
20230704_rccq1-11_pfa_centr-tub-hoechst_series00	1	3	239	689	908	True	0.21308000000000002	0.10129760174418605	0.10129760749724365	µm	True	True
20230704_rccq1-11_pfa_centr-tub-hoechst_series01	1	3	225	926	903	True	0.21308	0.1012976216216216	0.10129762749445677	µm	True	True
20230704_rccq1-11_pfa_centr-tub-hoechst_series02	1	3	264	565	503	True	0.21308	0.10129762411347518	0.10129760956175299	µm	True	True
20230704_rccq1-11_pfa_centr-tub-hoechst_series03	1	3	216	1135	733	True	0.21308	0.10129761904761905	0.10129762295081968	µm	True	True
20230704_rccq1-11_pfa_centr-tub-hoechst_series04	1	3	235	1135	733	True	0.21308000000000002	0.10129761904761905	0.10129762295081968	µm	True	True
20230705_rccq1-11_pfa_hoechst-nhs-tub-1	1	3	81	620	723	True	0.270155	0.10278338432588335	0.10278338432588335	µm	False	False
20230705_rccq1-11_pfa_hoechst-nhs-tub-2	1	3	88	620	723	True	0.27015505747126434	0.10278338432588335	0.10278338432588335	µm	False	False
20230705_rccq1-11_pfa_hoechst-nhs-tub-3	1	3	113	980	747	True	0.270155	0.10278335263262084	0.10278338432588335	µm	True	False
20230705_rccq1-11_pfa_hoechst-nhs-tub-4	1	3	61	667	504	True	0.270155	0.10278338432588335	0.10278338432588335	µm	False	False
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series00	1	4	118	1168	1168	False	0.17883504273504275	0.05270603256212511	0.05270603256212511	µm	False	False
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series01	1	4	118	1168	1168	False	0.17883504273504275	0.05270603256212511	0.05270603256212511	µm	False	False
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series02	1	4	114	1168	1168	False	0.1788349557522124	0.1054120822622108	0.1054120822622108	µm	False	False
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series03	1	4	114	1168	1168	False	0.1788349557522124	0.1054120822622108	0.1054120822622108	µm	False	False
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series04	1	4	111	1168	1168	False	0.178835	0.04517662382176521	0.04517662382176521	µm	False	False
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series05	1	4	111	1168	1168	False	0.178835	0.04517662382176521	0.04517662382176521	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_001	1	4	221	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_002	1	4	224	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_003	1	4	171	2304	2304	False	0.4	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_004	1	4	158	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_005	1	4	143	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_006	1	4	212	2304	2304	False	0.4	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_007	1	4	139	2304	2304	False	0.4	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_008	1	4	309	2304	2304	False	0.3	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_009	1	4	244	2304	2304	False	0.3	0.113480904907498	0.113480904907498	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_010	1	4	229	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_011	1	4	196	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_012	1	4	145	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_013	1	4	268	2304	2304	False	0.3	0.04052889460982072	0.04052889460982072	µm	False	False
20240318_bmcc636_pfa_centr-tub-hoechst_series00	1	3	192	790	859	True	0.21308	0.10129761723700886	0.10129762237762238	µm	True	True
20240318_bmcc636_pfa_centr-tub-hoechst_series01	1	3	267	1055	1150	True	0.21308	0.10129762808349145	0.1012976501305483	µm	True	True
20240318_bmcc613_pfa_centr-tub-hoechst_series00	1	3	126	325	450	True	0.21308000000000002	0.10129762345679012	0.10129761692650334	µm	True	True
20240318_bmcc613_pfa_centr-tub-hoechst_series01	1	3	98	325	450	True	0.21308000000000002	0.10129762345679012	0.10129761692650334	µm	True	True
20240318_bmcc613_pfa_centr-tub-hoechst_series02	1	3	149	470	541	True	0.21308	0.1012976119402985	0.10129762962962963	µm	True	True
20240318_bmcc613_pfa_centr-tub-hoechst_series03	1	3	136	624	442	True	0.21308	0.10129762439807383	0.10129761904761905	µm	True	True
20240318_bmcc613_pfa_centr-tub-hoechst_series04	1	3	87	624	442	True	0.21308	0.10129762439807383	0.10129761904761905	µm	True	True
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	58	1024	1024	False	0.36100000000000004	0.056789139784946235	0.056789139784946235	µm	False	False
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	58	1024	1024	False	0.36100000000000004	0.056696656891495605	0.056696656891495605	µm	False	False
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	125	1024	1024	False	0.36100000000000004	0.07910295210166178	0.07910295210166178	µm	False	False
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	76	1024	1024	False	0.36100000000000004	0.09458209188660802	0.09458209188660802	µm	False	False
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	102	1024	1024	False	0.36100000000000004	0.054529217986314764	0.054529217986314764	µm	False	False
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	79	1024	1024	False	0.36100000000000004	0.056789139784946235	0.056789139784946235	µm	False	False
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	77	1024	1024	False	0.36100000000000004	0.056788778103616815	0.056788778103616815	µm	False	False
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	98	1024	1024	False	0.36100000000000004	0.056788778103616815	0.056788778103616815	µm	False	False
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	72	1024	1024	False	0.361	0.056788778103616815	0.056788778103616815	µm	False	False
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	65	1024	1024	False	0.36100000000000004	0.056789139784946235	0.056789139784946235	µm	False	False
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	1	1024	1024	False		0.056789139784946235	0.056789139784946235	µm	False	False
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	43	1024	1024	False	0.36100000000000004	0.056789139784946235	0.056789139784946235	µm	False	False
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series03	1	4	78	1024	1024	False	0.36100000000000004	0.056789139784946235	0.056789139784946235	µm	False	False
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	46	1024	1024	False	0.36100000000000004	0.07094506353861192	0.07094506353861192	µm	False	False
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	43	1024	1024	False	0.36100000000000004	0.056604545454545456	0.056604545454545456	µm	False	False
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	35	1024	1024	False	0.36100000000000004	0.08414081133919843	0.08414081133919843	µm	False	False
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series03	1	4	31	1024	1024	False	0.361	0.08105473118279569	0.08105473118279569	µm	False	False
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series04	1	4	46	1024	1024	False	0.36100000000000004	0.056789139784946235	0.056789139784946235	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x4x_009	1	4	108	2304	2304	False	0.3	0.02836515893262525	0.02836515893262525	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_001	1	4	193	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_002	1	4	157	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_003	1	4	112	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_004	1	4	107	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_005	1	4	189	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_006	1	4	124	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_007	1	4	130	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_008	1	4	116	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
rcc_6343_pfa_hs_azo49-tub_06	1	2	110	2304	2304	False	0.3	0.02836515893262525	0.02836515893262525	µm	False	False
rcc_6343_pfa_hs_azo49-tub_07	1	2	225	2304	2304	False	0.3	0.02836515893262525	0.02836515893262525	µm	False	False
rcc_6343_pfa_hs_azo49-tub_08	1	2	161	2304	2304	False	0.3	0.02836515893262525	0.02836515893262525	µm	False	False
